issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
front_wings_rust,Rust on front wings and wheel arches,Front wing rust,body,structural,medium,high,"[""1.9_TDI""]",,,"Rust develops on the front wings and wheel arches, likely due to vibration from the engine.",Corrosion accelerated by vibration and road debris.,"Repair or replace rusted panels, apply anti-corrosion treatment.","[""Visible rust bubbles on front wings"", ""Paint flaking near wheel arches""]","Check front wings and inner wheel arches thoroughly for rust, especially on diesel models.",2,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""actmbuVmHeA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'Rust on front wings' and 'Rusty front wheel arches'.,2
front_wings_rust,Rust on front wings and wheel arches,Front wing rust,body,structural,medium,high,"[""1.9_TDI""]",,,"Rust develops on the front wings and wheel arches, likely due to vibration from the engine.",Corrosion accelerated by vibration and road debris.,"Repair or replace rusted panels, apply anti-corrosion treatment.","[""Visible rust bubbles on front wings"", ""Paint flaking near wheel arches""]","Check front wings and inner wheel arches thoroughly for rust, especially on diesel models.",2,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""actmbuVmHeA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'Rust on front wings' and 'Rusty front wheel arches'.,2
fsi_carbon_buildup_intake_valves,FSI engine carbon buildup on intake valves,Carbon Buildup,engine,chronic_failure,medium,high,"[""1.4_FSI"", ""1.6_FSI"", ""2.0_FSI""]",,,Engine runs lean off idle and is down on power.,Direct injection design leads to carbon deposits on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Check for rough idle and consider a borescope inspection of intake valves.,2,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""DsTJ1tT2OH0"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common to all direct injection FSI engines. Merged with general carbon/oil consumption for 1.4.,2
timing_chain_tensioner_failure,Timing chain tensioner failure and oil dependency,Timing chain failure,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"Timing chain stretches and can jump, potentially causing catastrophic engine failure. Low oil level prevents the timing chain tensioner from working correctly, leading to chain slack.",Tensioner design failure and low oil level.,"Replace timing chain and tensioner with updated parts, maintain proper oil level.","[""Timing chain rattle on startup""]",Listen for timing chain rattle at startup; check service history for tensioner replacement.,1,1,"[{""video_id"": ""V3O6BHi2-pg"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'timing_chain_tensioner_failure' and 'oil_dependency_tensioner_operation' as related causes.,1
turbo_vanes_clogging,Turbo vane clogging from carbon,Turbo clogging,engine,chronic_failure,high,high,"[""1.9_TDI""]",,,Turbo cuts out at speed due to carbon and sediment clogging the variable vane mechanism.,Carbon and sediment buildup in turbo variable vanes.,Turbo cleaning or replacement.,"[""Loss of power at high speed"", ""Turbo lag""]",Check for turbo performance and any fault codes.,1,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
thermostat_failure,Thermostat failure,Thermostat failure,cooling,chronic_failure,medium,high,"[""2.0_TFSI""]",,,Car does not reach or maintain proper operating temperature (90 degrees).,,,[],,1,1,"[{""video_id"": ""AbWMQSN1bVA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
thermostat_failure,Thermostat failure,Thermostat failure,cooling,chronic_failure,medium,high,"[""2.0_TFSI""]",,,Car does not reach or maintain proper operating temperature (90 degrees).,,,[],,1,1,"[{""video_id"": ""AbWMQSN1bVA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fsi_injector_problems_carbon_buildup,FSI injector problems and carbon buildup,FSI injector/carbon,fuel,chronic_failure,high,high,"[""1.4_FSI"", ""1.6_FSI"", ""2.0_FSI""]",,,FSI direct injection engines often have injector problems and carbon buildup.,,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
turbo_injector_carbon_timing_tsi_tfsi,"Turbo, injector, carbon, timing issues",Turbo engine issues,engine,chronic_failure,high,high,"[""1.4_TSI"", ""2.0_TFSI""]",,,"Turbocharged engines can have problems with the turbocharger, injectors, carbon buildup, and timing chain.",,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
timing_chain_wear_fsi_engines,Timing chain wear on FSI engines,Timing chain wear,engine,wear_item,high,high,"[""1.4_FSI"", ""1.6_FSI"", ""2.0_FSI""]",,,"The timing chain can wear, indicated by whining noise after cold start.",,,"[""whining noise after cold start""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fsi_injector_carbon_buildup_timing_chain,"FSI injector problems, carbon buildup, and timing chain wear",FSI engine issues,engine,chronic_failure,high,high,"[""1.4_FSI"", ""1.6_FSI"", ""2.0_FSI""]",,,"FSI direct injection engines often have injector problems, carbon buildup, and timing chain wear indicated by whining noise after cold start.",,,"[""whining noise after cold start""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'fsi_injector_problems_carbon_buildup' and 'timing_chain_wear_fsi_engines'.,1
turbo_injector_carbon_timing_tsi_tfsi,"Turbo, injector, carbon, and timing issues",Turbo engine issues,engine,chronic_failure,high,high,"[""1.4_TSI"", ""2.0_TFSI""]",,,"Turbocharged engines can have problems with the turbocharger, injectors, carbon buildup, and timing chain.",,,[],,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
