issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count
front_wings_rust,Rust on front wings and wheel arches,Front wing rust,body,structural,medium,high,"[""1.9_TDI""]",,,"Rust develops on the front wings and wheel arches, likely due to vibration from the engine.",Corrosion accelerated by vibration and road debris.,"Repair or replace rusted panels, apply anti-corrosion treatment.","[""Visible rust bubbles on front wings"", ""Paint flaking near wheel arches""]","Check front wings and inner wheel arches thoroughly for rust, especially on diesel models.",2,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""actmbuVmHeA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'Rust on front wings' and 'Rusty front wheel arches'.,2
front_wings_rust,Rust on front wings and wheel arches,Front wing rust,body,structural,medium,high,"[""1.9_TDI""]",,,"Rust develops on the front wings and wheel arches, likely due to vibration from the engine.",Corrosion accelerated by vibration and road debris.,"Repair or replace rusted panels, apply anti-corrosion treatment.","[""Visible rust bubbles on front wings"", ""Paint flaking near wheel arches""]","Check front wings and inner wheel arches thoroughly for rust, especially on diesel models.",2,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""actmbuVmHeA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'Rust on front wings' and 'Rusty front wheel arches'.,2
fsi_carbon_buildup_intake_valves,FSI engine carbon buildup on intake valves,Carbon Buildup,engine,chronic_failure,medium,high,"[""1.4_FSI"", ""1.6_FSI"", ""2.0_FSI""]",,,Engine runs lean off idle and is down on power.,Direct injection design leads to carbon deposits on intake valves.,Walnut blasting or chemical cleaning of intake valves.,"[""Rough idle"", ""Loss of power"", ""Poor fuel economy""]",Check for rough idle and consider a borescope inspection of intake valves.,2,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}, {""video_id"": ""DsTJ1tT2OH0"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Common to all direct injection FSI engines. Merged with general carbon/oil consumption for 1.4.,2
bonnet_catch_sticking,Secondary bonnet catch sticks,Bonnet catch sticking,body,structural,medium,high,"[""1.4"", ""1.4_FSI"", ""1.4_TSI"", ""1.6"", ""1.6_FSI"", ""1.9_TDI"", ""2.0_FSI"", ""2.0_SDI"", ""2.0_TDI_PD"", ""2.0_TFSI"", ""3.2_R32""]",,,"The secondary bonnet catch sticks, preventing proper closure or requiring a tool to open.",,,[],Check bonnet catch operation during inspection.,1,1,"[{""video_id"": ""NJuwqd10jpk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
timing_chain_tensioner_failure,Timing chain tensioner failure and oil dependency,Timing chain failure,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"Timing chain stretches and can jump, potentially causing catastrophic engine failure. Low oil level prevents the timing chain tensioner from working correctly, leading to chain slack.",Tensioner design failure and low oil level.,"Replace timing chain and tensioner with updated parts, maintain proper oil level.","[""Timing chain rattle on startup""]",Listen for timing chain rattle at startup; check service history for tensioner replacement.,1,1,"[{""video_id"": ""V3O6BHi2-pg"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,Merged from 'timing_chain_tensioner_failure' and 'oil_dependency_tensioner_operation' as related causes.,1
ac_compressor_pulley_damper_failure,AC compressor pulley rubber damper failure,AC pulley failure,cooling,wear_item,medium,high,"[""1.9_TDI""]",,,"Air conditioning stops working despite the system having gas and the compressor clutch receiving power, because the pulley's rubber damper has broken, disconnecting the belt drive from the compressor.",Rubber damper in AC compressor pulley degrades and fails.,Replace AC compressor pulley or entire compressor.,"[""AC not blowing cold"", ""Unusual noise from AC compressor area""]",Check AC operation and listen for compressor noise.,1,1,"[{""video_id"": ""xL3gtwtSCLQ"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
early_cars_rust,Rust on wheel arches,Wheel arch rust,body,structural,medium,high,"[""1.4"", ""1.4_FSI"", ""1.4_TSI"", ""1.6"", ""1.6_FSI"", ""1.9_TDI"", ""2.0_FSI"", ""2.0_SDI"", ""2.0_TDI_PD"", ""2.0_TFSI"", ""3.2_R32""]",very early cars,,Body rust appears on the wheel arches.,,Body repair and rust treatment.,[],Inspect wheel arches and underbody for rust.,1,1,"[{""video_id"": ""NJuwqd10jpk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
turbo_vanes_clogging,Turbo vane clogging from carbon,Turbo clogging,engine,chronic_failure,high,high,"[""1.9_TDI""]",,,Turbo cuts out at speed due to carbon and sediment clogging the variable vane mechanism.,Carbon and sediment buildup in turbo variable vanes.,Turbo cleaning or replacement.,"[""Loss of power at high speed"", ""Turbo lag""]",Check for turbo performance and any fault codes.,1,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
throttle_pedal_response_loss,"Sloppy throttle response, power loss",Throttle response loss,electrical,intermittent_fault,high,medium,"[""2.0_TDI_PD""]",,,"Driver notices a sudden, significant loss of throttle response and power, feeling like a sponge between the foot and pedal.",,,[],Test drive for throttle response.,1,1,"[{""video_id"": ""KLylVRC4sSE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
fuel_quality_sensitivity,Sensitivity to low-quality fuel,Fuel sensitivity,fuel,other,low,medium,"[""1.4_TSI""]",,,Engine performance and economy suffer if lower octane or supermarket fuel is used.,Engine tuning and fuel system sensitivity.,"Use higher octane, quality fuel.","[""Reduced performance"", ""Poor fuel economy""]",Ask about fuel used by previous owner.,1,1,"[{""video_id"": ""V3O6BHi2-pg"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
radio_battery_drain,"Radio turns on, drains battery",Radio battery drain,electrical,intermittent_fault,medium,medium,"[""1.9_TDI""]",,,"The radio turns on after locking the car if no CD is in the player, which can drain the battery.",Radio software or electrical fault.,Remove CD or replace/update radio unit.,"[""Radio stays on after locking"", ""Flat battery""]",Check radio operation after locking car.,1,1,"[{""video_id"": ""15xeRnfHvS8"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
door_wiring_harness_failure,Door wiring harness breakage,Door harness failure,electrical,chronic_failure,medium,high,"[""1.9_TDI""]",,,Door module functions intermittently or fail due to broken wires in the door harness.,Fatigue from repeated door opening/closing.,Repair or replace the door wiring harness.,"[""Intermittent window/lock/mirror operation"", ""Door control module errors""]",Check for fault codes related to door modules and test all door functions repeatedly.,1,1,"[{""video_id"": ""EpgWWrcrYnk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""...""}]",youtube,medium,,1
